id,data_urls,authority_type,authority_name,program_title,program_url,item,technology_if_selected_other,short_description.en,program_status,program_start_raw,program_end_raw,payment_methods,rebate_value,amount.type,amount.number,amount.unit,amount.minimum,amount.maximum,amount.representative,bonus_description,equipment_standards_restrictions,equipment_capacity_restrictions,contractor_restrictions,income_restrictions,tax_filing_status_restrictions,owner_status,other_restrictions,stacking_details,financing_details,editorial_notes
CO-135,https://www.gcea.coop/energy-efficiency/rebates/outdoor-power-equipment/,utility,Gunnison County Electric,Rebates,https://www.gcea.coop/energy-efficiency/rebates/,electric_outdoor_equipment,,25% of cost up to $50 rebate for electric Pruner,active,,,rebate,25% of cost up to $50,percent,0.25,,,50,,,,,,,,"homeowner, renter","*Minimum purchase price of $50
*Submit your complete rebate application within 90 days of purchase.
*Final invoice(s) must include the member’s name, the order purchase date, and the total cost.
*New equipment only
*Battery and corded electric equipment only
*Members limited to one rebate per product except for e-bikes
*An aggregated maximum rebate of $300 per member account (excludes riding lawn mowers)
*Once you meet your $300 max for the products below, you will be capped out until January 1 of the next year.
*Rebate is for the purchase price only and does not include taxes or shipping – Please state item price only on application",,,
CO-136,https://www.gcea.coop/energy-efficiency/rebates/outdoor-power-equipment/,utility,Gunnison County Electric,Rebates,https://www.gcea.coop/energy-efficiency/rebates/,electric_outdoor_equipment,,25% of cost up to $50 rebate for electric Power Washer,active,,,rebate,25% of cost up to $50,percent,0.25,,,50,,,,,,,,"homeowner, renter","*Minimum purchase price of $50
*Submit your complete rebate application within 90 days of purchase.
*Final invoice(s) must include the member’s name, the order purchase date, and the total cost.
*New equipment only
*Battery and corded electric equipment only
*Members limited to one rebate per product except for e-bikes
*An aggregated maximum rebate of $300 per member account (excludes riding lawn mowers)
*Once you meet your $300 max for the products below, you will be capped out until January 1 of the next year.
*Rebate is for the purchase price only and does not include taxes or shipping – Please state item price only on application",,,
CO-137,https://www.gcea.coop/energy-efficiency/rebates/home-battery-system-rebates/,utility,Gunnison County Electric,Rebates,https://www.gcea.coop/energy-efficiency/rebates/,battery_storage_installation,,$1000 rebate per unit for a non-dispatchable Battery Storage unit on a Time of Use rate,active,,,rebate,"$1,000",dollar_amount,1000,,,,,,,Minimum usable capacity of 8 kWh,,,,homeowner,,"*Rated for installation at elevation
*Installations must comply with all applicable electrical and building codes.
*Installations must operate on a Time of Use rate when a TOU rate option may become available
*Installations must provide battery system data access when this technology may become available
*Proof of installation
-Picture of installed unit
-Electrician invoice
-State electrical permit
*All items must be new",,
CO-138,https://www.gcea.coop/energy-efficiency/rebates/home-battery-system-rebates/,utility,Gunnison County Electric,Rebates,https://www.gcea.coop/energy-efficiency/rebates/,battery_storage_installation,,$2000 rebate per unit for a dispatchable  Battery Storage unit on a Time of Use rate,active,,,rebate,"$2,000",dollar_amount,2000,,,,,,,Minimum usable capacity of 8 kWh,,,,homeowner,,"*Rated for installation at elevation
*Installations must comply with all applicable electrical and building codes.
*Installations must operate on a Time of Use rate when a TOU rate option may become available
*Installations must provide battery system data access when this technology may become available
*Proof of installation
-Picture of installed unit
-Electrician invoice
-State electrical permit
*All items must be new",,
CO-139,https://www.gcea.coop/energy-efficiency/rebates/smart-thermostats/,utility,Gunnison County Electric,Rebates,https://www.gcea.coop/energy-efficiency/rebates/,smart_thermostat,,$25 rebate per thermostat,active,,,rebate,$25,dollar_amount,25,,,,,,,,,,,homeowner,,Thermostat must be WiFi network capable and installed at member consumer account. Limit of 2 thermostats per member account for standard/low-voltage applications. Limit of 5 thermostats per member account for line-voltage applications. All items must be new.,,
CO-140,https://www.gcea.coop/energy-efficiency/rebates/smart-thermostats/,utility,Gunnison County Electric,Rebates,https://www.gcea.coop/energy-efficiency/rebates/,smart_thermostat,,$50 rebate per thermostat if enrolled in GCEA’s TOU (time-of-use) rate,active,,,rebate,$50,dollar_amount,50,,,,,,,,,,,homeowner,,Thermostat must be WiFi network capable and installed at member consumer account. Limit of 2 thermostats per member account for standard/low-voltage applications. Limit of 5 thermostats per member account for line-voltage applications. All items must be new.,,
CO-141,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,heat_pump_air_conditioner_heater,,Rebate for 25% of total project cost for any qualifying Ducted Heat Pump,active,,,rebate,25% of total project cost,percent,0.25,,,,,,Ducted heat pumps must have HSPF2 of 8.1+ and COP @ 5° of 1.75+,,,,,homeowner,"*Outside unit must be elevated at least 12 inches off the ground to defrost properly
*Garfield County (Climate Zone 5)-Heat pump rated to 5°F minimum
*Eagle County (Climate Zone 6), Gunnison and Pitkin Counties (Climate Zone 7)-Heat pump rated to -5°F or colder minimum","Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-142,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,heat_pump_air_conditioner_heater,,Rebate for 25% of total project cost for any qualifying Ductless Heat Pump,active,,,rebate,25% of total project cost,percent,0.25,,,,,,Ductless mini-split heat pumps must have HSPF2 of 9.5+ and COP @ 5° of 1.75+,,,,,homeowner,"*Outside unit must be elevated at least 12 inches off the ground to defrost properly
*Garfield County (Climate Zone 5)-Heat pump rated to 5°F minimum
*Eagle County (Climate Zone 6), Gunnison and Pitkin Counties (Climate Zone 7)-Heat pump rated to -5°F or colder minimum","Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-143,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,weatherization,,Rebate for 25% of total project cost for air sealing,active,,,rebate,25% of total project cost,percent,0.25,,,,,,•Air leakage must be reduced by 10% or more as measured in CFM50 by blower door test,,,,,homeowner,"*Electrically heated buildings onlly
*Pre- and post-blower door assessment required. Sign up here.","Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-144,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,weatherization,,"Rebate for 25% of total project cost for insulation in attic, crawlspace, and exterior walls",active,,,rebate,25% of total project cost,percent,0.25,,,,,,"Air sealing must be completed prior to adding insulation unless NACH is 0.35 or lower. Air leakage must be reduced by 10% or more as measured in CFM50 by blower door test
",,,,,homeowner,"*Electrically heated buildings onlly
*Pre- and post-blower door assessment required. Sign up here.
*Insulation project must meet 2018 International Energy Conservation Code (IEEC) requirements
*Attic, crawlspace, and exterior walls qualify for rebate","Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-145,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,heat_pump_clothes_dryer,,Rebate for 25% of total project cost for a heat pump clothes dryer,active,,,rebate,25% of total project cost,percent,0.25,,,,,,,,,,,homeowner,*Must be Energy Star Certified,"Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-146,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,heat_pump_water_heater,,25% of costs for projects including Heat Pump Water Heaters,active,,,rebate,25% of total project cost,percent,0.25,,,,,,,,,,,homeowner,*Must be Energy Star Certified,"Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-147,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,electric_stove,,25% of costs for projects including Induction Cooktops,active,,,rebate,25% of total project cost,percent,0.25,,,,,,,,,,,homeowner,,"Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-148,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,smart_thermostat,,25% of costs for projects including Smart Thermostats,active,,,rebate,25% of total project cost,percent,0.25,,,,,,Line voltage required,,,,,homeowner,"*Line voltage required
*Electrically heated buildings only","Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-149,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,ebike,,$50 rebate per new e-bike,active,,,rebate,$50 per e-bike. Maximum 2 per household lifetime,dollar_amount,50,,,100,,,,,,,,"homeowner, renter","*E-bike must offset vehicle miles. 
*Limit of 2 e-bike rebates per household lifetime.","Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-150,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,electric_vehicle_charger,,Free level II ChargePoint EV charger,active,,,rebate,Free level II EV charger,percent,1,,,,,,,,,,,homeowner,*Apply here,"Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-151,https://www.holycross.com/rebates/,utility,Holy Cross Energy,Residential Rebates,https://www.holycross.com/rebates/,electric_outdoor_equipment,,"25% of the cost of the e-lawn care product, with a per-member maximum of $300 across products.",active,,,rebate,"25% of the cost of the e-lawn care product up to the maximum amount listed below
• Electric mowers (push or riding) and snow blowers -- $150
• Electric chainsaws -- $100
• Electric trimmers, pruners, leaf blowers and power washers -- $50/each",percent,0.25,,,300,,,,,,,,"homeowner, renter",New equipment only. Battery or corded electric equipment only. Minimum purchase price of $50. No resales allowed. Maximum rebate $300 per year per member.,"Maximum annual rebates (total): 
$5,000/year per account
$15,000/year per member

OR for new all-electric construction, maximum rebate of $15000 per new home",,
CO-152,https://lpea.coop/heat-pump-rebatesmini-split-system-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,heat_pump_air_conditioner_heater,,Up to $750/ton for qualifying Cold Climate Air Source Heat Pumps (maximum 50% of material cost). Rebate amount dependent upon equipment capacity.,active,2024,2024,rebate,$750/ton up to 5 tons; $500/ton for each additional ton 5-10 tons; $250/ton for each additional ton 10+ tons; maximum 50% of equipment costs,percent,0.5,,,,,,"HSPF ≥ 9.0, SEER ≥ 15 OR HSPF2 ≥ 7.6, SEER2 ≥ 14.3",,,,,homeowner,"*Complete the form at the bottom of this page
You will need to upload:
-Proof of purchase/Invoice -Materials and labor must be shown separately on the invoice. 
-Info/spec sheets for units installed.
-IRS W-9 form completed by the member/rebate recipient. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient.
-Photo of Outdoor Unit(s)
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
",,,
CO-153,https://lpea.coop/heat-pump-rebatesmini-split-system-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,heat_pump_air_conditioner_heater,,Up to $350/ton for qualifying base tier Air Source Heat Pumps (maximum 50% of material cost). Rebate amount dependent upon equipment capacity.,active,2024,2024,rebate,$350/ton up to 5 tons; $175/ton for each additional ton 5-10 tons; $125/ton for each additional ton 10+ tons; maximum 50% of equipment costs,percent,0.5,,,,,,"HSPF ≥ 10.0, SEER ≥ 16 OR HSPF2 ≥ 8.5, SEER2 ≥ 15.2. Cold Climate Rated. Variable speed compressor or a minimum of 3 stages of settings for fan speed.",,,,,homeowner,"*Must be Cold Climate Rated.
*Variable speed compressor or a minimum of 3 stages of settings for fan speed.
*Complete the form at the bottom of this page
You will need to upload:
-Proof of purchase/Invoice -Materials and labor must be shown separately on the invoice. 
-Info/spec sheets for units installed.
-IRS W-9 form completed by the member/rebate recipient. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient.
-Photo of Outdoor Unit(s)
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
",,,
CO-154,https://lpea.coop/heat-pump-rebatesmini-split-system-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,geothermal_heating_installation,,$500 per ton rebate (maximum 50% of material cost) for a new Ground Source Heat Pump.,active,,,rebate,$500,dollars_per_unit,500,ton,,,,,,"Minimum ¾ ton 
",,,,homeowner,"*Complete the form at the bottom of this page
You will need to upload:
-Proof of purchase/Invoice -Materials and labor must be shown separately on the invoice. 
-Info/spec sheets for units installed.
-IRS W-9 form completed by the member/rebate recipient. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient.
-Photo of Outdoor Unit(s)
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
",,,
CO-155,https://lpea.coop/heat-pump-rebatesmini-split-system-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,geothermal_heating_installation,,$250 per ton rebate (maximum 50% of material cost) for a replacement Ground Source Heat Pump.,active,,,rebate,$250,dollars_per_unit,250,ton,,,,,,"Minimum ¾ ton 
",,,,homeowner,"*Complete the form at the bottom of this page
You will need to upload:
-Proof of purchase/Invoice -Materials and labor must be shown separately on the invoice. 
-Info/spec sheets for units installed.
-IRS W-9 form completed by the member/rebate recipient. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient.
-Photo of Outdoor Unit(s)
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
",,,
CO-156,https://lpea.coop/heat-pump-rebatesmini-split-system-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,heat_pump_air_conditioner_heater,,Up to $750/ton for qualifying Air-to-Water Heat Pumps (maximum 50% of material cost). Rebate amount dependent upon equipment capacity.,active,2024,2024,rebate,$750/ton up to 5 tons; $500/ton for each additional ton 5-10 tons; $250/ton for each additional ton 10+ tons; maximum 50% of equipment costs,percent,0.5,,,,,,,,,,,homeowner,"*Complete the form at the bottom of this page
You will need to upload:
-Proof of purchase/Invoice -Materials and labor must be shown separately on the invoice. 
-Info/spec sheets for units installed.
-IRS W-9 form completed by the member/rebate recipient. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient.
-Photo of Outdoor Unit(s)
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
",,,
CO-157,https://lpea.coop/heat-pump-water-heater-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,heat_pump_water_heater,,$700 rebate for a Heat Pump Water Heater,active,,,rebate,$700,dollar_amount,700,,,,,,,Minimum 30 gallon capacity.,,,,homeowner,"*Must be Energy Star rated.
*Complete the form at the bottom of this page. You will need to upload:
-Proof of purchase and info/spec sheets for units installed.
-IRS W-9 IRS W-9 form completed by the member/rebate recipient. A W9 is kept on file by LPEA as proof of allocation of funds. Any tax liability is the responsibility of the rebate recipient.
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).",,,
CO-158,https://lpea.coop/electric-thermal-storage-ets-heating-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,electric_thermal_storage_and_slab,Electric Thermal Storage,$50/kW rebate for ETS heater controlled by timers or master control system,active,,,rebate,$50/kW,dollars_per_unit,50,kilowatt,,,,,,"Minimum 1 kW (1,000 watts) capacity heater",,,,homeowner,"*Must be a new or replacement installation
*Complete the form at the bottom of this page. You will need to upload:
-Copies or photos of the receipts for all purchases.
-IRS W-9 form. A W-9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient.
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
*A timing device is required for the use of off-peak hours.
*PLC Connect timing devices will require wifi access for proper programming.",,,
CO-159,https://lpea.coop/electric-thermal-storage-ets-heating-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,electric_thermal_storage_and_slab,Electric Thermal Slab,$30/kW rebate for Thermal Slab heating controlled by timers or a master control system,active,,,rebate,$30/kW,dollars_per_unit,30,kilowatt,,,,,,"Minimum 1 kW (1,000 watts) capacity heater",,,,homeowner,"*Must be a new or replacement installation
*Complete the form at the bottom of this page. You will need to upload:
-Copies or photos of the receipts for all purchases.
-IRS W-9 form. A W-9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient.
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
*A timing device is required for the use of off-peak hours.
*PLC Connect timing devices will require wifi access for proper programming.",,,
CO-160,https://lpea.coop/timer-rebates-programmable-thermostats-rebates,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,smart_thermostat,,$75 rebate per smart thermostat. Maximum 50% of equipment costs and up to two thermostats per member account. ,active,,,rebate,75,dollar_amount,75,,,75,,,,,,,,homeowner,"*Complete the form at the bottom of this page. You will need to upload:
-Copies or photos of the receipts for all purchases.
*Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
*Timers and thermostats for natural gas and propane heating (even with an electric blower) do not qualify
",,,
CO-161,https://lpea.coop/electric-vehicles,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,electric_vehicle_charger,,"Free Level 2 plug-in charger for home use ($700 value), plus up to $500 rebate for installation costs",active,,,rebate,$700,dollar_amount,700,,,1200,,,,,,,,homeowner,"*Complete the form at the bottom of this page.
You will need to upload:
-EV bill of sale or registration. Ownership of an EV is required to receive any rebate. *Note: Vehicle reservations do not qualify as proof of purchase.
-Electrician or materials invoice (can be submitted with the application below or later via email within 90 days).
-IRS W-9 form completed by the member/rebate recipient. IF receiving rebate for installation and/or charger purchase. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient. 
-Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
-Two chargers will only be given to a member with two EVs.
-Participants must maintain WiFi connectivity and an active connection in the LPEA program. The equipment will schedule charging times when electricity is cheapest, but this can be overridden by the user at any time.",,,
CO-162,https://lpea.coop/electric-vehicles,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,electric_vehicle_charger,,"Up to $500 rebate for installation & labor costs for 240V, 50A EV outlet",active,,,rebate,$500,dollar_amount,500,,,500,,,,,,,,homeowner,"*Complete the form at the bottom of this page.
You will need to upload:
-EV bill of sale or registration. Ownership of an EV is required to receive any rebate. *Note: Vehicle reservations do not qualify as proof of purchase.
-Electrician or materials invoice (can be submitted with the application below or later via email within 90 days).
-Charger purchase receipt, if buying your own charger
-Photo of the installed charger.
-IRS W-9 form completed by the member/rebate recipient. IF receiving rebate for installation and/or charger purchase. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient. 
-Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
-Two chargers will only be given to a member with two EVs.",,,
CO-163,https://lpea.coop/electric-vehicles,utility,La Plata Electric Association,Electrify and Save,https://lpea.coop/electrify,electric_vehicle_charger,,Up to $500 rebate for the independent purchase of a Level 2 charger and its installation.,active,,,rebate,$500,dollar_amount,500,,,500,,,,,,,,homeowner,"*Complete the form at the bottom of this page.
You will need to upload:
-EV bill of sale or registration. Ownership of an EV is required to receive any rebate. *Note: Vehicle reservations do not qualify as proof of purchase.
-Electrician or materials invoice (can be submitted with the application below or later via email within 90 days).
-Charger purchase receipt, if buying your own charger
-Photo of the installed charger.
-IRS W-9 form completed by the member/rebate recipient. IF receiving rebate for installation and/or charger purchase. A W9 is kept on file by LPEA as proof of the allocation of funds. Any tax liability is the responsibility of the rebate recipient. 
-Submit applications within 90 days of completed installation or certificate of occupancy (new construction).
-Two chargers will only be given to a member with two EVs.",,,
CO-164,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,heat_pump_clothes_dryer,,Up to $90 for ENERGY STAR clothes dryers.,active,,,rebate,$30 for electric clothes dryers; $90 for heat pump clothes dryers,dollar_amount,90,,30,90,,,Must be Energy Star® certified,,,,,homeowner,$30 per unit; $90 per vent-less heat pump unit,,,
CO-165,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,electric_stove,,"Up to $350 per unit for induction cooktops measuring 30"" or larger. New appliances only.",active,,,rebate,$350,dollar_amount,350,,,,,,Measuring 30 Inches or Larger.,,,,,homeowner,"$350/unit for gas-to-induction replacements or new constructions. $100/unit for electric-to-induction replacements.

Replacement of gas units with induction requires verification of old gas cooktop/range.",,,
CO-166,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,smart_thermostat,,"Up to $50 rebate for WiFi-enabled Thermostat (for full amount, must be installed in a managed program)",active,,,rebate,"$25 per thermostat, $50 if enrolled in managed program",dollar_amount,50,,,,,,,,,,,homeowner,"$25 per thermostat, or $50 for thermostat if enrolled in a managed program. Managed programs include member system-led demand response control or time of use electric rate.",Limit of 2 thermostats per member account for standard/low-voltage products and 5 thermostats per member account for line-voltage products.,,
CO-167,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,whole_house_fan,Whole House Fan,$100 rebate for Whole House Fan. Attic ventilation systems do not qualify. Limit 2 per member account.,active,,,rebate,$100,dollar_amount,100,,,,,,,,,,,homeowner,Replacements or new installations. Attic ventilation systems do not qualify.,,,
CO-168,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,evaporative_cooler,Evaporative Coolers,"$200 rebate per unit for minimum 2,500 CFM evaporative coolers. Replacements or new installations qualify. No window or portable units.",active,,,rebate,$200,dollar_amount,200,,,,,,,"Minimum 2,500 CFM",,,,homeowner,Replacements or new installations.,,,
CO-169,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,weatherization,,"Up to $500 in weatherization products such as insulation, windows/doors, and sealing. Must be approved by local weatherization agency.",active,,,rebate,Up to $500 for electric heat source or up to $250 for non-electric heat source.,dollar_amount,500,,,500,,,,,,,,homeowner,"Weatherization products may include: insulation, windows/doors, caulking, sealing and weather-stripping. Tri-State will reimburse local weatherization agency approved installation measures up to $500 for electric heat source or $250 for non-electric heat source.",,,
CO-170,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,heat_pump_water_heater,,$350 for ENERGY STAR-rated air source heat pump water heaters with 30 gallon minimum.,active,,,rebate,$350,dollar_amount,350,,,,,,Must be Energy Star® certified,30 gallon minimum,,,,homeowner,,,,
CO-171,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,battery_storage_installation,,$16 per kilowatt (kW) for Electric Thermal Storage controlled by timer or master control system. Energy audit recommended.,active,,,rebate,Up to $16 per kilowatt (kW),dollars_per_unit,16,kilowatt,,,,,$16 per kW for ETS controlled by timer or master control system. $12 per kW for thermal slab units controlled by timer or master control units. Minimum qualifying load is 1 kW,,,,,homeowner,Energy audit recommended,,,
CO-172,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,heat_pump_air_conditioner_heater,,"Up to $1,800 for qualifying Tier 1 (standard climate) Air Source Heat Pumps, capped at 50% of equipment cost.",active,,,rebate,"50% of equipment cost, capped at $675 for <=2 tons, or $1,800 for >2 tons",percent,0.5,,,1800,,,"SEER greater than or equal to 15, HSPF greater than or equal to 9",,Subject to MVEA inspection,,,homeowner,,Multiple air source heat pumps per acount require pre-approval.,,
CO-173,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,heat_pump_air_conditioner_heater,,"Up to $2,400 for qualifying Tier 2 Cold Climate Air Source Heat Pumps, capped at 50% of equipment cost.",active,,,rebate,"50% of equipment cost, capped at $1,000 for <=2 tons, or $2,400 for >2 tons",percent,0.5,,,2400,,$100 per unit additional for controlled ETS backup.,"SEER greater than or equal to 16, HSPF greater than or equal to 10, Variable speed 3 stage minimum",,Subject to MVEA inspection,,,homeowner,,Multiple air source heat pumps per acount require pre-approval.,,
CO-174,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,heat_pump_air_conditioner_heater,,$450 per ton rebate for air-to-water heat pump units,active,,,rebate,$450 per ton,dollars_per_unit,450,ton,,,,$100 per unit additional for controlled ETS backup.,"EER greater than or equal to 19, COP greater than or equal to 4",,Subject to MVEA inspection,,,homeowner,,,,
CO-175,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,whole_house_fan,Whole House Fan,$100 rebate for whole house fans for replacement or new installations. Rebates not issued for powered attic ventilators.,active,,,rebate,$100,dollar_amount,100,,,,,,,,,,,homeowner,Rebates are not issued for powered attic ventilators,,,
CO-176,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,evaporative_cooler,Evaporative Coolers,"$200 rebate per unit for minimum 2,500 CFM evaporative coolers. Replacements or new installations qualify. No window or portable units.",active,,,rebate,$200 per unit,dollar_amount,200,,,,,,,,,,,homeowner,No window or portable units.,"Limit 2 per member, per year",,
CO-177,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,electric_outdoor_equipment,,"25% of cost up to $1,000 for electric riding mower",active,,,rebate,"25% of cost up to $1,000",percent,0.25,,,1000,,,,,,,,"homeowner, renter",Rebate available for battery or corded equipment.,"One rebate per product type except E-bikes. Aggregated maximum rebate of $300 per member account, excluding riding lawnmowers).",,
CO-178,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,electric_outdoor_equipment,,"25% of the cost up to $150 for single-stage snow blower, electric mower (walk-behind), or electric bicycle",active,,,rebate,25% of cost up to $150,percent,0.25,,,150,,,,,,,,"homeowner, renter",Rebate available for battery or corded equipment.,,,
CO-179,https://www.mcrea.org/sites/default/files/Rebates/2023%20Forms/2023%20E%26S%20Brochure_book.pdf,utility,Morgan County REA,Tri-State G&T,https://www.mcrea.org/energy-efficiency-rebates,electric_outdoor_equipment,,25% of the cost up to $250 for a 2-stage snow blower,active,,,rebate,25% of cost up to $250,percent,0.25,,,250,,,,,,,,"homeowner, renter",Rebate available for battery or corded equipment.,,,
